GISJOIN,YEAR,STATE,STATEA,COUNTY,TRACTA,BLKGRPA,NAME_E,AF2ME001,AF2ME002,AF2ME003,AF2ME004,AF2ME005,AF2ME006,AF2ME007,AF2ME008,AF2ME009,AF2ME010,AF2UE001,AF2UE002,AF2UE003,AF2UE004,AF2UE005,AF2UE006,AF2UE007,AF2UE008,AF2UE009,AF2UE010,AF2UE011,AF2UE012,AF2UE013,AF2UE014,AF2UE015,AF2UE016,AF2UE017,AF2UE018,AF2UE019,AF2UE020,AF2UE021,NAME_M,AF2UM009,AF2UM010,AF2UM011,AF2UM012,AF2UM013,AF2UM014,AF2UM015,AF2UM016,AF2UM017,AF2UM018,AF2UM019,AF2UM020,AF2UM021
G08002909652001,2012-2016,Colorado,8,Delta County,965200,1,"Block Group 1, Census Tract 9652, Delta County, Colorado",873,863,0,0,0,0,5,5,0,5,873,863,858,0,0,0,0,0,5,0,5,10,5,0,0,0,0,5,0,0,0,"Block Group 1, Census Tract 9652, Delta County, Colorado",12,11,12,11,8,11,11,11,11,8,11,11,11
G08002909652002,2012-2016,Colorado,8,Delta County,965200,2,"Block Group 2, Census Tract 9652, Delta County, Colorado",867,861,0,0,0,0,0,6,0,6,867,867,861,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 9652, Delta County, Colorado",10,11,10,11,11,11,11,11,11,11,11,11,11
G08002909652003,2012-2016,Colorado,8,Delta County,965200,3,"Block Group 3, Census Tract 9652, Delta County, Colorado",1223,1173,9,0,4,0,0,37,0,37,1223,1106,1066,9,0,4,0,0,27,0,27,117,107,0,0,0,0,0,10,0,10,"Block Group 3, Census Tract 9652, Delta County, Colorado",34,11,34,105,102,11,11,11,11,11,15,11,15
G08002909652004,2012-2016,Colorado,8,Delta County,965200,4,"Block Group 4, Census Tract 9652, Delta County, Colorado",1057,1035,8,0,4,0,3,7,0,7,1057,827,808,8,0,4,0,0,7,0,7,230,227,0,0,0,0,3,0,0,0,"Block Group 4, Census Tract 9652, Delta County, Colorado",14,11,14,182,183,11,11,11,11,5,11,11,11
G08003100001021,2012-2016,Colorado,8,Denver County,102,1,"Block Group 1, Census Tract 1.02, Denver County, Colorado",981,917,0,0,0,0,29,35,0,35,981,653,633,0,0,0,0,0,20,0,20,328,284,0,0,0,0,29,15,0,15,"Block Group 1, Census Tract 1.02, Denver County, Colorado",16,11,16,159,152,11,11,11,11,35,23,11,23
G08003100001022,2012-2016,Colorado,8,Denver County,102,2,"Block Group 2, Census Tract 1.02, Denver County, Colorado",1475,1152,27,21,8,0,251,16,8,8,1475,1069,996,27,0,8,0,30,8,0,8,406,156,0,21,0,0,221,8,8,0,"Block Group 2, Census Tract 1.02, Denver County, Colorado",13,11,13,147,106,11,33,11,11,111,12,12,11
G08003100001023,2012-2016,Colorado,8,Denver County,102,3,"Block Group 3, Census Tract 1.02, Denver County, Colorado",816,657,31,0,28,0,29,71,0,71,816,772,642,31,0,28,0,0,71,0,71,44,15,0,0,0,0,29,0,0,0,"Block Group 3, Census Tract 1.02, Denver County, Colorado",70,11,70,31,18,11,11,11,11,26,11,11,11
G08003100002011,2012-2016,Colorado,8,Denver County,201,1,"Block Group 1, Census Tract 2.01, Denver County, Colorado",1722,1432,45,32,29,8,89,87,30,57,1722,847,749,45,0,29,8,0,16,0,16,875,683,0,32,0,0,89,71,30,41,"Block Group 1, Census Tract 2.01, Denver County, Colorado",23,11,23,218,205,11,53,11,11,83,81,48,64
G08003100002012,2012-2016,Colorado,8,Denver County,201,2,"Block Group 2, Census Tract 2.01, Denver County, Colorado",2360,2075,28,11,0,0,192,54,21,33,2360,836,787,28,0,0,0,0,21,21,0,1524,1288,0,11,0,0,192,33,0,33,"Block Group 2, Census Tract 2.01, Denver County, Colorado",32,32,11,417,431,11,17,11,11,169,35,11,35
G08003100002021,2012-2016,Colorado,8,Denver County,202,1,"Block Group 1, Census Tract 2.02, Denver County, Colorado",593,391,11,134,25,0,32,0,0,0,593,293,226,11,31,25,0,0,0,0,0,300,165,0,103,0,0,32,0,0,0,"Block Group 1, Census Tract 2.02, Denver County, Colorado",11,11,11,182,111,11,150,11,11,36,11,11,11
G08003100002022,2012-2016,Colorado,8,Denver County,202,2,"Block Group 2, Census Tract 2.02, Denver County, Colorado",1534,1237,0,56,42,0,163,36,0,36,1534,603,556,0,0,42,0,0,5,0,5,931,681,0,56,0,0,163,31,0,31,"Block Group 2, Census Tract 2.02, Denver County, Colorado",12,11,12,267,227,11,54,11,11,164,37,11,37
G08003100002023,2012-2016,Colorado,8,Denver County,202,3,"Block Group 3, Census Tract 2.02, Denver County, Colorado",840,711,29,37,22,0,5,36,0,36,840,660,578,24,0,22,0,0,36,0,36,180,133,5,37,0,0,5,0,0,0,"Block Group 3, Census Tract 2.02, Denver County, Colorado",42,11,42,102,88,9,38,11,11,9,11,11,11
G08003100002024,2012-2016,Colorado,8,Denver County,202,4,"Block Group 4, Census Tract 2.02, Denver County, Colorado",1029,928,12,52,20,0,0,17,7,10,1029,470,409,12,29,20,0,0,0,0,0,559,519,0,23,0,0,0,17,7,10,"Block Group 4, Census Tract 2.02, Denver County, Colorado",11,11,11,303,300,11,26,11,11,11,19,11,15
G08003100003011,2012-2016,Colorado,8,Denver County,301,1,"Block Group 1, Census Tract 3.01, Denver County, Colorado",787,747,0,0,0,0,10,30,17,13,787,690,677,0,0,0,0,0,13,0,13,97,70,0,0,0,0,10,17,17,0,"Block Group 1, Census Tract 3.01, Denver County, Colorado",21,11,21,95,86,11,11,11,11,20,28,28,11
G08003100003012,2012-2016,Colorado,8,Denver County,301,2,"Block Group 2, Census Tract 3.01, Denver County, Colorado",716,698,0,0,0,0,18,0,0,0,716,614,614,0,0,0,0,0,0,0,0,102,84,0,0,0,0,18,0,0,0,"Block Group 2, Census Tract 3.01, Denver County, Colorado",11,11,11,59,57,11,11,11,11,30,11,11,11
G08003100003013,2012-2016,Colorado,8,Denver County,301,3,"Block Group 3, Census Tract 3.01, Denver County, Colorado",1042,997,7,0,38,0,0,0,0,0,1042,577,534,5,0,38,0,0,0,0,0,465,463,2,0,0,0,0,0,0,0,"Block Group 3, Census Tract 3.01, Denver County, Colorado",11,11,11,282,282,4,11,11,11,11,11,11,11
G08003100003014,2012-2016,Colorado,8,Denver County,301,4,"Block Group 4, Census Tract 3.01, Denver County, Colorado",1373,994,0,51,60,0,253,15,15,0,1373,882,822,0,0,60,0,0,0,0,0,491,172,0,51,0,0,253,15,15,0,"Block Group 4, Census Tract 3.01, Denver County, Colorado",11,11,11,323,109,11,116,11,11,304,25,25,11
G08003100003015,2012-2016,Colorado,8,Denver County,301,5,"Block Group 5, Census Tract 3.01, Denver County, Colorado",733,685,0,0,39,0,0,9,9,0,733,550,511,0,0,39,0,0,0,0,0,183,174,0,0,0,0,0,9,9,0,"Block Group 5, Census Tract 3.01, Denver County, Colorado",11,11,11,181,179,11,11,11,11,11,14,14,11
G08003100003016,2012-2016,Colorado,8,Denver County,301,6,"Block Group 6, Census Tract 3.01, Denver County, Colorado",814,757,0,0,0,0,54,3,0,3,814,724,721,0,0,0,0,0,3,0,3,90,36,0,0,0,0,54,0,0,0,"Block Group 6, Census Tract 3.01, Denver County, Colorado",7,11,7,78,44,11,11,11,11,73,11,11,11
G08003100003021,2012-2016,Colorado,8,Denver County,302,1,"Block Group 1, Census Tract 3.02, Denver County, Colorado",729,677,18,0,0,0,0,34,0,34,729,659,607,18,0,0,0,0,34,0,34,70,70,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 3.02, Denver County, Colorado",50,11,50,99,99,11,11,11,11,11,11,11,11
G08003100003022,2012-2016,Colorado,8,Denver County,302,2,"Block Group 2, Census Tract 3.02, Denver County, Colorado",842,590,212,15,0,0,0,25,0,25,842,771,541,212,7,0,0,0,11,0,11,71,49,0,8,0,0,0,14,0,14,"Block Group 2, Census Tract 3.02, Denver County, Colorado",17,11,17,72,70,11,16,11,11,11,22,11,22
G08003100003023,2012-2016,Colorado,8,Denver County,302,3,"Block Group 3, Census Tract 3.02, Denver County, Colorado",823,740,0,0,28,0,12,43,30,13,823,709,668,0,0,28,0,0,13,0,13,114,72,0,0,0,0,12,30,30,0,"Block Group 3, Census Tract 3.02, Denver County, Colorado",19,11,19,125,94,11,11,11,11,24,39,39,11
G08003100003024,2012-2016,Colorado,8,Denver County,302,4,"Block Group 4, Census Tract 3.02, Denver County, Colorado",551,525,26,0,0,0,0,0,0,0,551,487,461,26,0,0,0,0,0,0,0,64,64,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 3.02, Denver County, Colorado",11,11,11,77,77,11,11,11,11,11,11,11,11
G08003100003025,2012-2016,Colorado,8,Denver County,302,5,"Block Group 5, Census Tract 3.02, Denver County, Colorado",1468,1260,193,0,0,0,0,15,0,15,1468,1177,1105,57,0,0,0,0,15,0,15,291,155,136,0,0,0,0,0,0,0,"Block Group 5, Census Tract 3.02, Denver County, Colorado",25,11,25,151,112,76,11,11,11,11,11,11,11
G08003100003031,2012-2016,Colorado,8,Denver County,303,1,"Block Group 1, Census Tract 3.03, Denver County, Colorado",678,655,0,23,0,0,0,0,0,0,678,370,370,0,0,0,0,0,0,0,0,308,285,0,23,0,0,0,0,0,0,"Block Group 1, Census Tract 3.03, Denver County, Colorado",11,11,11,283,281,11,37,11,11,11,11,11,11
G08003100003032,2012-2016,Colorado,8,Denver County,303,2,"Block Group 2, Census Tract 3.03, Denver County, Colorado",922,876,21,0,15,0,0,10,0,10,922,703,668,10,0,15,0,0,10,0,10,219,208,11,0,0,0,0,0,0,0,"Block Group 2, Census Tract 3.03, Denver County, Colorado",16,11,16,203,202,19,11,11,11,11,11,11,11
G08003100003033,2012-2016,Colorado,8,Denver County,303,3,"Block Group 3, Census Tract 3.03, Denver County, Colorado",1154,1010,0,0,94,0,15,35,23,12,1154,1066,960,0,0,94,0,0,12,0,12,88,50,0,0,0,0,15,23,23,0,"Block Group 3, Census Tract 3.03, Denver County, Colorado",20,11,20,56,43,11,11,11,11,24,37,37,11
G08003100003034,2012-2016,Colorado,8,Denver County,303,4,"Block Group 4, Census Tract 3.03, Denver County, Colorado",637,637,0,0,0,0,0,0,0,0,637,392,392,0,0,0,0,0,0,0,0,245,245,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 3.03, Denver County, Colorado",11,11,11,236,236,11,11,11,11,11,11,11,11
G08003100003035,2012-2016,Colorado,8,Denver County,303,5,"Block Group 5, Census Tract 3.03, Denver County, Colorado",801,787,0,0,0,0,0,14,14,0,801,770,770,0,0,0,0,0,0,0,0,31,17,0,0,0,0,0,14,14,0,"Block Group 5, Census Tract 3.03, Denver County, Colorado",11,11,11,36,28,11,11,11,11,11,23,23,11
G08003100003036,2012-2016,Colorado,8,Denver County,303,6,"Block Group 6, Census Tract 3.03, Denver County, Colorado",745,730,0,0,15,0,0,0,0,0,745,739,724,0,0,15,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,"Block Group 6, Census Tract 3.03, Denver County, Colorado",11,11,11,14,14,11,11,11,11,11,11,11,11
G08003100004011,2012-2016,Colorado,8,Denver County,401,1,"Block Group 1, Census Tract 4.01, Denver County, Colorado",792,648,48,0,50,0,46,0,0,0,792,513,415,48,0,50,0,0,0,0,0,279,233,0,0,0,0,46,0,0,0,"Block Group 1, Census Tract 4.01, Denver County, Colorado",11,11,11,172,178,11,11,11,11,45,11,11,11
G08003100004012,2012-2016,Colorado,8,Denver County,401,2,"Block Group 2, Census Tract 4.01, Denver County, Colorado",784,645,0,36,0,0,96,7,7,0,784,457,421,0,36,0,0,0,0,0,0,327,224,0,0,0,0,96,7,7,0,"Block Group 2, Census Tract 4.01, Denver County, Colorado",11,11,11,151,128,11,11,11,11,74,12,12,11
G08003100004013,2012-2016,Colorado,8,Denver County,401,3,"Block Group 3, Census Tract 4.01, Denver County, Colorado",816,703,0,14,0,0,88,11,0,11,816,583,569,0,14,0,0,0,0,0,0,233,134,0,0,0,0,88,11,0,11,"Block Group 3, Census Tract 4.01, Denver County, Colorado",11,11,11,136,92,11,11,11,11,112,17,11,17
G08003100004014,2012-2016,Colorado,8,Denver County,401,4,"Block Group 4, Census Tract 4.01, Denver County, Colorado",845,591,1,0,0,0,232,21,0,21,845,495,481,1,0,0,0,2,11,0,11,350,110,0,0,0,0,230,10,0,10,"Block Group 4, Census Tract 4.01, Denver County, Colorado",17,11,17,220,70,11,11,11,11,215,16,11,16
G08003100004021,2012-2016,Colorado,8,Denver County,402,1,"Block Group 1, Census Tract 4.02, Denver County, Colorado",435,401,0,0,0,0,18,16,0,16,435,356,340,0,0,0,0,0,16,0,16,79,61,0,0,0,0,18,0,0,0,"Block Group 1, Census Tract 4.02, Denver County, Colorado",26,11,26,62,55,11,11,11,11,34,11,11,11
G08003100004022,2012-2016,Colorado,8,Denver County,402,2,"Block Group 2, Census Tract 4.02, Denver County, Colorado",1468,1386,48,0,20,0,0,14,14,0,1468,1114,1046,48,0,20,0,0,0,0,0,354,340,0,0,0,0,0,14,14,0,"Block Group 2, Census Tract 4.02, Denver County, Colorado",11,11,11,232,236,11,11,11,11,11,22,22,11
G08003100004023,2012-2016,Colorado,8,Denver County,402,3,"Block Group 3, Census Tract 4.02, Denver County, Colorado",1258,1198,10,0,28,0,0,22,0,22,1258,962,902,10,0,28,0,0,22,0,22,296,296,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 4.02, Denver County, Colorado",34,11,34,262,262,11,11,11,11,11,11,11,11
G08003100004024,2012-2016,Colorado,8,Denver County,402,4,"Block Group 4, Census Tract 4.02, Denver County, Colorado",642,603,0,0,39,0,0,0,0,0,642,530,491,0,0,39,0,0,0,0,0,112,112,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 4.02, Denver County, Colorado",11,11,11,82,82,11,11,11,11,11,11,11,11
G08003100004025,2012-2016,Colorado,8,Denver County,402,5,"Block Group 5, Census Tract 4.02, Denver County, Colorado",768,745,0,23,0,0,0,0,0,0,768,717,717,0,0,0,0,0,0,0,0,51,28,0,23,0,0,0,0,0,0,"Block Group 5, Census Tract 4.02, Denver County, Colorado",11,11,11,50,39,11,37,11,11,11,11,11,11
G08003100004026,2012-2016,Colorado,8,Denver County,402,6,"Block Group 6, Census Tract 4.02, Denver County, Colorado",377,307,0,70,0,0,0,0,0,0,377,320,307,0,13,0,0,0,0,0,0,57,0,0,57,0,0,0,0,0,0,"Block Group 6, Census Tract 4.02, Denver County, Colorado",11,11,11,89,11,11,89,11,11,11,11,11,11
G08003100005011,2012-2016,Colorado,8,Denver County,501,1,"Block Group 1, Census Tract 5.01, Denver County, Colorado",1122,1053,10,14,9,13,6,17,17,0,1122,925,887,10,0,9,13,0,6,6,0,197,166,0,14,0,0,6,11,11,0,"Block Group 1, Census Tract 5.01, Denver County, Colorado",9,9,11,82,73,11,14,11,11,9,18,18,11
G08003100005012,2012-2016,Colorado,8,Denver County,501,2,"Block Group 2, Census Tract 5.01, Denver County, Colorado",812,731,30,7,4,0,13,27,23,4,812,717,672,30,7,4,0,0,4,0,4,95,59,0,0,0,0,13,23,23,0,"Block Group 2, Census Tract 5.01, Denver County, Colorado",6,11,6,49,44,11,11,11,11,13,25,25,11
G08003100005021,2012-2016,Colorado,8,Denver County,502,1,"Block Group 1, Census Tract 5.02, Denver County, Colorado",1184,890,190,11,0,0,75,18,0,18,1184,812,593,190,11,0,0,0,18,0,18,372,297,0,0,0,0,75,0,0,0,"Block Group 1, Census Tract 5.02, Denver County, Colorado",30,11,30,251,230,11,11,11,11,115,11,11,11
G08003100005022,2012-2016,Colorado,8,Denver County,502,2,"Block Group 2, Census Tract 5.02, Denver County, Colorado",1537,1198,193,0,17,0,42,87,25,62,1537,1340,1068,193,0,17,0,0,62,0,62,197,130,0,0,0,0,42,25,25,0,"Block Group 2, Census Tract 5.02, Denver County, Colorado",63,11,63,129,104,11,11,11,11,53,43,43,11
G08003100005023,2012-2016,Colorado,8,Denver County,502,3,"Block Group 3, Census Tract 5.02, Denver County, Colorado",940,697,80,18,0,0,0,145,113,32,940,510,380,80,18,0,0,0,32,0,32,430,317,0,0,0,0,0,113,113,0,"Block Group 3, Census Tract 5.02, Denver County, Colorado",54,11,54,287,268,11,11,11,11,11,125,125,11
G08003100005024,2012-2016,Colorado,8,Denver County,502,4,"Block Group 4, Census Tract 5.02, Denver County, Colorado",1447,1133,143,0,93,0,36,42,0,42,1447,821,543,143,0,93,0,0,42,0,42,626,590,0,0,0,0,36,0,0,0,"Block Group 4, Census Tract 5.02, Denver County, Colorado",36,11,36,460,457,11,11,11,11,55,11,11,11
G08003100005025,2012-2016,Colorado,8,Denver County,502,5,"Block Group 5, Census Tract 5.02, Denver County, Colorado",869,670,0,0,14,0,120,65,0,65,869,581,567,0,0,14,0,0,0,0,0,288,103,0,0,0,0,120,65,0,65,"Block Group 5, Census Tract 5.02, Denver County, Colorado",11,11,11,218,120,11,11,11,11,152,77,11,77
G08003100006001,2012-2016,Colorado,8,Denver County,600,1,"Block Group 1, Census Tract 6, Denver County, Colorado",1268,1043,119,0,15,0,62,29,8,21,1268,884,729,119,0,15,0,0,21,0,21,384,314,0,0,0,0,62,8,8,0,"Block Group 1, Census Tract 6, Denver County, Colorado",32,11,32,178,155,11,11,11,11,92,12,12,11
G08003100006002,2012-2016,Colorado,8,Denver County,600,2,"Block Group 2, Census Tract 6, Denver County, Colorado",1705,1276,11,19,51,0,326,22,7,15,1705,671,575,11,19,51,0,0,15,0,15,1034,701,0,0,0,0,326,7,7,0,"Block Group 2, Census Tract 6, Denver County, Colorado",23,11,23,375,301,11,11,11,11,312,13,13,11
G08003100007011,2012-2016,Colorado,8,Denver County,701,1,"Block Group 1, Census Tract 7.01, Denver County, Colorado",1387,1185,59,20,23,0,94,6,0,6,1387,751,663,59,0,23,0,0,6,0,6,636,522,0,20,0,0,94,0,0,0,"Block Group 1, Census Tract 7.01, Denver County, Colorado",11,11,11,223,211,11,21,11,11,56,11,11,11
G08003100007012,2012-2016,Colorado,8,Denver County,701,2,"Block Group 2, Census Tract 7.01, Denver County, Colorado",1157,747,50,106,0,0,176,78,0,78,1157,589,461,50,0,0,0,0,78,0,78,568,286,0,106,0,0,176,0,0,0,"Block Group 2, Census Tract 7.01, Denver County, Colorado",67,11,67,228,142,11,158,11,11,198,11,11,11
G08003100007013,2012-2016,Colorado,8,Denver County,701,3,"Block Group 3, Census Tract 7.01, Denver County, Colorado",1362,1040,75,47,29,0,130,41,0,41,1362,630,512,75,28,0,0,0,15,0,15,732,528,0,19,29,0,130,26,0,26,"Block Group 3, Census Tract 7.01, Denver County, Colorado",25,11,25,294,257,11,31,46,11,135,43,11,43
G08003100007021,2012-2016,Colorado,8,Denver County,702,1,"Block Group 1, Census Tract 7.02, Denver County, Colorado",970,762,128,9,9,0,0,62,62,0,970,330,184,128,9,9,0,0,0,0,0,640,578,0,0,0,0,0,62,62,0,"Block Group 1, Census Tract 7.02, Denver County, Colorado",11,11,11,312,287,11,11,11,11,11,104,104,11
G08003100007022,2012-2016,Colorado,8,Denver County,702,2,"Block Group 2, Census Tract 7.02, Denver County, Colorado",1640,1282,42,103,61,0,111,41,9,32,1640,801,595,10,103,61,0,0,32,0,32,839,687,32,0,0,0,111,9,9,0,"Block Group 2, Census Tract 7.02, Denver County, Colorado",40,11,40,369,367,36,11,11,11,103,14,14,11
G08003100007023,2012-2016,Colorado,8,Denver County,702,3,"Block Group 3, Census Tract 7.02, Denver County, Colorado",1302,762,449,18,52,0,21,0,0,0,1302,775,274,449,0,52,0,0,0,0,0,527,488,0,18,0,0,21,0,0,0,"Block Group 3, Census Tract 7.02, Denver County, Colorado",11,11,11,308,307,11,28,11,11,25,11,11,11
G08003100007024,2012-2016,Colorado,8,Denver County,702,4,"Block Group 4, Census Tract 7.02, Denver County, Colorado",633,527,0,22,0,0,62,22,0,22,633,373,351,0,22,0,0,0,0,0,0,260,176,0,0,0,0,62,22,0,22,"Block Group 4, Census Tract 7.02, Denver County, Colorado",11,11,11,119,111,11,11,11,11,64,35,11,35
G08003100007025,2012-2016,Colorado,8,Denver County,702,5,"Block Group 5, Census Tract 7.02, Denver County, Colorado",628,545,0,0,24,15,0,44,0,44,628,482,399,0,0,24,15,0,44,0,44,146,146,0,0,0,0,0,0,0,0,"Block Group 5, Census Tract 7.02, Denver County, Colorado",48,11,48,129,129,11,11,11,11,11,11,11,11
G08003100008001,2012-2016,Colorado,8,Denver County,800,1,"Block Group 1, Census Tract 8, Denver County, Colorado",1448,750,484,6,75,0,133,0,0,0,1448,824,258,471,6,75,0,14,0,0,0,624,492,13,0,0,0,119,0,0,0,"Block Group 1, Census Tract 8, Denver County, Colorado",11,11,11,253,238,17,11,11,11,129,11,11,11
G08003100009021,2012-2016,Colorado,8,Denver County,902,1,"Block Group 1, Census Tract 9.02, Denver County, Colorado",592,401,0,132,40,0,0,19,0,19,592,246,187,0,0,40,0,0,19,0,19,346,214,0,132,0,0,0,0,0,0,"Block Group 1, Census Tract 9.02, Denver County, Colorado",17,11,17,272,179,11,200,11,11,11,11,11,11
G08003100009022,2012-2016,Colorado,8,Denver County,902,2,"Block Group 2, Census Tract 9.02, Denver County, Colorado",972,847,58,8,23,0,0,36,29,7,972,248,159,58,0,23,0,0,8,8,0,724,688,0,8,0,0,0,28,21,7,"Block Group 2, Census Tract 9.02, Denver County, Colorado",12,12,11,431,427,11,14,11,11,11,35,34,10
G08003100009023,2012-2016,Colorado,8,Denver County,902,3,"Block Group 3, Census Tract 9.02, Denver County, Colorado",1069,920,0,7,92,0,29,21,0,21,1069,461,341,0,7,92,0,0,21,0,21,608,579,0,0,0,0,29,0,0,0,"Block Group 3, Census Tract 9.02, Denver County, Colorado",33,11,33,369,365,11,11,11,11,35,11,11,11
G08003100009024,2012-2016,Colorado,8,Denver County,902,4,"Block Group 4, Census Tract 9.02, Denver County, Colorado",1822,1487,59,9,25,0,223,19,0,19,1822,342,264,59,0,19,0,0,0,0,0,1480,1223,0,9,6,0,223,19,0,19,"Block Group 4, Census Tract 9.02, Denver County, Colorado",11,11,11,473,462,11,15,9,11,158,30,11,30
G08003100009025,2012-2016,Colorado,8,Denver County,902,5,"Block Group 5, Census Tract 9.02, Denver County, Colorado",1638,1452,51,45,46,0,44,0,0,0,1638,400,310,51,10,16,0,13,0,0,0,1238,1142,0,35,30,0,31,0,0,0,"Block Group 5, Census Tract 9.02, Denver County, Colorado",11,11,11,377,352,11,53,49,11,46,11,11,11
G08003100009031,2012-2016,Colorado,8,Denver County,903,1,"Block Group 1, Census Tract 9.03, Denver County, Colorado",1404,1315,0,21,0,0,59,9,0,9,1404,418,418,0,0,0,0,0,0,0,0,986,897,0,21,0,0,59,9,0,9,"Block Group 1, Census Tract 9.03, Denver County, Colorado",11,11,11,385,399,11,31,11,11,52,14,11,14
G08003100009032,2012-2016,Colorado,8,Denver County,903,2,"Block Group 2, Census Tract 9.03, Denver County, Colorado",1115,1073,0,0,0,0,42,0,0,0,1115,250,250,0,0,0,0,0,0,0,0,865,823,0,0,0,0,42,0,0,0,"Block Group 2, Census Tract 9.03, Denver County, Colorado",11,11,11,370,376,11,11,11,11,51,11,11,11
G08003100009033,2012-2016,Colorado,8,Denver County,903,3,"Block Group 3, Census Tract 9.03, Denver County, Colorado",1295,1157,67,15,0,0,46,10,10,0,1295,397,315,67,15,0,0,0,0,0,0,898,842,0,0,0,0,46,10,10,0,"Block Group 3, Census Tract 9.03, Denver County, Colorado",11,11,11,394,379,11,11,11,11,72,16,16,11
G08003100009034,2012-2016,Colorado,8,Denver County,903,4,"Block Group 4, Census Tract 9.03, Denver County, Colorado",1906,1715,3,18,0,0,137,33,0,33,1906,334,313,3,18,0,0,0,0,0,0,1572,1402,0,0,0,0,137,33,0,33,"Block Group 4, Census Tract 9.03, Denver County, Colorado",11,11,11,469,461,11,11,11,11,145,43,11,43
G08003100009035,2012-2016,Colorado,8,Denver County,903,5,"Block Group 5, Census Tract 9.03, Denver County, Colorado",739,624,0,19,0,0,56,40,40,0,739,244,244,0,0,0,0,0,0,0,0,495,380,0,19,0,0,56,40,40,0,"Block Group 5, Census Tract 9.03, Denver County, Colorado",11,11,11,243,231,11,30,11,11,64,62,62,11
G08003100009041,2012-2016,Colorado,8,Denver County,904,1,"Block Group 1, Census Tract 9.04, Denver County, Colorado",1090,931,10,12,0,0,122,15,15,0,1090,174,152,10,12,0,0,0,0,0,0,916,779,0,0,0,0,122,15,15,0,"Block Group 1, Census Tract 9.04, Denver County, Colorado",11,11,11,340,315,11,11,11,11,158,22,22,11
G08003100009042,2012-2016,Colorado,8,Denver County,904,2,"Block Group 2, Census Tract 9.04, Denver County, Colorado",1560,1063,79,40,32,0,241,105,34,71,1560,562,404,79,40,8,0,0,31,0,31,998,659,0,0,24,0,241,74,34,40,"Block Group 2, Census Tract 9.04, Denver County, Colorado",41,11,41,292,252,11,11,42,11,138,73,32,67
G08003100009043,2012-2016,Colorado,8,Denver County,904,3,"Block Group 3, Census Tract 9.04, Denver County, Colorado",715,451,0,0,0,0,264,0,0,0,715,238,238,0,0,0,0,0,0,0,0,477,213,0,0,0,0,264,0,0,0,"Block Group 3, Census Tract 9.04, Denver County, Colorado",11,11,11,306,189,11,11,11,11,243,11,11,11
G08003100009044,2012-2016,Colorado,8,Denver County,904,4,"Block Group 4, Census Tract 9.04, Denver County, Colorado",1746,1338,106,64,37,0,173,28,28,0,1746,418,258,106,17,37,0,0,0,0,0,1328,1080,0,47,0,0,173,28,28,0,"Block Group 4, Census Tract 9.04, Denver County, Colorado",11,11,11,416,403,11,59,11,11,141,26,26,11
